academic_id;notification_day;mask_type;affected_people_count;case_1;case_2;case_3;case_4;case_5;case_6
ACADÊMICO_6;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_6;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_6;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;3;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_7;3;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_7;3;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_7;4;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_7;4;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_7;4;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_7;5;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;5;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;5;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;6;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;6;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;6;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_7;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;3;no_mask;42;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_8;3;surgery_mask;42;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_8;3;n95_mask;42;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_8;4;no_mask;42;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_8;4;surgery_mask;42;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_8;4;n95_mask;42;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_8;5;no_mask;47;0.581660;0.039364;0.023072;0.011588;0.097808;0.076613
ACADÊMICO_8;5;surgery_mask;47;0.195766;0.009990;0.005819;0.002910;0.025404;0.019729
ACADÊMICO_8;5;n95_mask;47;0.002176;0.000100;0.000058;0.000029;0.000257;0.000199
ACADÊMICO_8;6;no_mask;47;0.581660;0.039364;0.023072;0.011588;0.097808;0.076613
ACADÊMICO_8;6;surgery_mask;47;0.195766;0.009990;0.005819;0.002910;0.025404;0.019729
ACADÊMICO_8;6;n95_mask;47;0.002176;0.000100;0.000058;0.000029;0.000257;0.000199
ACADÊMICO_8;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_8;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;3;no_mask;86;0.572143;0.040080;0.023516;0.011819;0.099222;0.077824
ACADÊMICO_9;3;surgery_mask;86;0.197360;0.010190;0.005937;0.002969;0.025889;0.020113
ACADÊMICO_9;3;n95_mask;86;0.002221;0.000102;0.000060;0.000030;0.000263;0.000203
ACADÊMICO_9;4;no_mask;112;0.564302;0.039265;0.023034;0.011576;0.097260;0.076269
ACADÊMICO_9;4;surgery_mask;112;0.193656;0.009980;0.005814;0.002908;0.025359;0.019700
ACADÊMICO_9;4;n95_mask;112;0.002175;0.000100;0.000058;0.000029;0.000257;0.000199
ACADÊMICO_9;5;no_mask;38;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_9;5;surgery_mask;38;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_9;5;n95_mask;38;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_9;6;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;6;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;6;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_9;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;3;no_mask;101;0.662648;0.060361;0.035690;0.018036;0.145326;0.115146
ACADÊMICO_10;3;surgery_mask;101;0.275734;0.015561;0.009084;0.004550;0.039247;0.030573
ACADÊMICO_10;3;n95_mask;101;0.003404;0.000157;0.000091;0.000046;0.000403;0.000312
ACADÊMICO_10;4;no_mask;101;0.662648;0.060361;0.035690;0.018036;0.145326;0.115146
ACADÊMICO_10;4;surgery_mask;101;0.275734;0.015561;0.009084;0.004550;0.039247;0.030573
ACADÊMICO_10;4;n95_mask;101;0.003404;0.000157;0.000091;0.000046;0.000403;0.000312
ACADÊMICO_10;5;no_mask;101;0.532016;0.035390;0.020738;0.010413;0.088029;0.068925
ACADÊMICO_10;5;surgery_mask;101;0.176559;0.008977;0.005228;0.002614;0.022834;0.017732
ACADÊMICO_10;5;n95_mask;101;0.001955;0.000090;0.000052;0.000026;0.000231;0.000179
ACADÊMICO_10;6;no_mask;101;0.532016;0.035390;0.020738;0.010413;0.088029;0.068925
ACADÊMICO_10;6;surgery_mask;101;0.176559;0.008977;0.005228;0.002614;0.022834;0.017732
ACADÊMICO_10;6;n95_mask;101;0.001955;0.000090;0.000052;0.000026;0.000231;0.000179
ACADÊMICO_10;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_10;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_11;3;no_mask;41;0.669998;0.049807;0.029260;0.014719;0.122733;0.096430
ACADÊMICO_11;3;surgery_mask;41;0.242070;0.012691;0.007397;0.003700;0.032206;0.025032
ACADÊMICO_11;3;n95_mask;41;0.002768;0.000128;0.000074;0.000037;0.000327;0.000253
ACADÊMICO_11;4;no_mask;77;0.666725;0.049377;0.029004;0.014589;0.121715;0.095618
ACADÊMICO_11;4;surgery_mask;77;0.240205;0.012580;0.007331;0.003667;0.031925;0.024813
ACADÊMICO_11;4;n95_mask;77;0.002743;0.000127;0.000074;0.000037;0.000324;0.000251
ACADÊMICO_11;5;no_mask;36;0.662996;0.048887;0.028714;0.014442;0.120555;0.094693
ACADÊMICO_11;5;surgery_mask;36;0.238081;0.012452;0.007257;0.003630;0.031606;0.024564
ACADÊMICO_11;5;n95_mask;36;0.002715;0.000125;0.000073;0.000036;0.000321;0.000249
ACADÊMICO_11;6;no_mask;28;0.669998;0.049807;0.029260;0.014719;0.122733;0.096430
ACADÊMICO_11;6;surgery_mask;28;0.242070;0.012691;0.007397;0.003700;0.032206;0.025032
ACADÊMICO_11;6;n95_mask;28;0.002768;0.000128;0.000074;0.000037;0.000327;0.000253
ACADÊMICO_11;7;no_mask;28;0.669998;0.049807;0.029260;0.014719;0.122733;0.096430
ACADÊMICO_11;7;surgery_mask;28;0.242070;0.012691;0.007397;0.003700;0.032206;0.025032
ACADÊMICO_11;7;n95_mask;28;0.002768;0.000128;0.000074;0.000037;0.000327;0.000253
ACADÊMICO_11;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_11;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_11;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;3;no_mask;2;0.547770;0.037514;0.021999;0.011053;0.093054;0.072933
ACADÊMICO_12;3;surgery_mask;2;0.185739;0.009529;0.005551;0.002776;0.024220;0.018813
ACADÊMICO_12;3;n95_mask;2;0.002076;0.000096;0.000056;0.000028;0.000245;0.000190
ACADÊMICO_12;4;no_mask;37;0.432149;0.025886;0.015131;0.007585;0.064979;0.050707
ACADÊMICO_12;4;surgery_mask;37;0.132453;0.006537;0.003805;0.001902;0.016666;0.012931
ACADÊMICO_12;4;n95_mask;37;0.001422;0.000066;0.000038;0.000019;0.000168;0.000130
ACADÊMICO_12;5;no_mask;46;0.500733;0.033212;0.019464;0.009775;0.082567;0.064660
ACADÊMICO_12;5;surgery_mask;46;0.165512;0.008427;0.004908;0.002454;0.021431;0.016644
ACADÊMICO_12;5;n95_mask;46;0.001836;0.000085;0.000049;0.000025;0.000217;0.000168
ACADÊMICO_12;6;no_mask;13;0.669998;0.049807;0.029260;0.014719;0.122733;0.096430
ACADÊMICO_12;6;surgery_mask;13;0.242070;0.012691;0.007397;0.003700;0.032206;0.025032
ACADÊMICO_12;6;n95_mask;13;0.002768;0.000128;0.000074;0.000037;0.000327;0.000253
ACADÊMICO_12;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_12;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;3;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_13;3;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_13;3;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_13;4;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_13;4;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_13;4;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_13;5;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_13;5;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_13;5;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_13;6;no_mask;48;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_13;6;surgery_mask;48;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_13;6;n95_mask;48;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_13;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_13;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_14;3;no_mask;49;0.353208;0.019879;0.011603;0.005811;0.050162;0.039070
ACADÊMICO_14;3;surgery_mask;49;0.103209;0.005007;0.002914;0.001456;0.012784;0.009914
ACADÊMICO_14;3;n95_mask;49;0.001089;0.000050;0.000029;0.000015;0.000129;0.000100
ACADÊMICO_14;4;no_mask;49;0.353208;0.019879;0.011603;0.005811;0.050162;0.039070
ACADÊMICO_14;4;surgery_mask;49;0.103209;0.005007;0.002914;0.001456;0.012784;0.009914
ACADÊMICO_14;4;n95_mask;49;0.001089;0.000050;0.000029;0.000015;0.000129;0.000100
ACADÊMICO_14;5;no_mask;34;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_14;5;surgery_mask;34;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_14;5;n95_mask;34;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_14;6;no_mask;34;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_14;6;surgery_mask;34;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_14;6;n95_mask;34;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_14;7;no_mask;93;0.379652;0.021832;0.012750;0.006387;0.054993;0.042860
ACADÊMICO_14;7;surgery_mask;93;0.112787;0.005504;0.003203;0.001601;0.014045;0.010894
ACADÊMICO_14;7;n95_mask;93;0.001197;0.000055;0.000032;0.000016;0.000141;0.000110
ACADÊMICO_14;1;no_mask;93;0.379652;0.021832;0.012750;0.006387;0.054993;0.042860
ACADÊMICO_14;1;surgery_mask;93;0.112787;0.005504;0.003203;0.001601;0.014045;0.010894
ACADÊMICO_14;1;n95_mask;93;0.001197;0.000055;0.000032;0.000016;0.000141;0.000110
ACADÊMICO_15;3;no_mask;39;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_15;3;surgery_mask;39;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_15;3;n95_mask;39;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_15;4;no_mask;39;0.669998;0.049807;0.029260;0.014719;0.122733;0.096430
ACADÊMICO_15;4;surgery_mask;39;0.242070;0.012691;0.007397;0.003700;0.032206;0.025032
ACADÊMICO_15;4;n95_mask;39;0.002768;0.000128;0.000074;0.000037;0.000327;0.000253
ACADÊMICO_15;5;no_mask;39;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_15;5;surgery_mask;39;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_15;5;n95_mask;39;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_15;6;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;6;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;6;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_15;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_16;3;no_mask;46;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_16;3;surgery_mask;46;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
